Category,Author,Title/Subtitle,Barcode,Circ Type,Description 1,Description 2,Description 3,ISBN,Subject
Graphic Format,"Watters, Shannon.","Lumberjanes. 6, Sink or swim",T 91299,MS/US Circulating,,,,978-1-60886-954-1,"Monsters -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 6, Sink or swim",T 91299,MS/US Circulating,,,,978-1-60886-954-1,Monsters -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 6, Sink or swim",T 91299,MS/US Circulating,,,,978-1-60886-954-1,"Teenage girls -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 6, Sink or swim",T 91299,MS/US Circulating,,,,978-1-60886-954-1,Teenage girls -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Action and adventure comics.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,"Best friends -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Best friends -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,"Camps -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Camps -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,"Friendship -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Friendship -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Graphic novels.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Horror comics.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,"Monsters -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Monsters -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,"Teenage girls -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 7, A bird's-eye view",T 91302,MS/US Circulating,,,,978-1-68415-045-8,Teenage girls -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Action and adventure comics.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,"Best friends -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Best friends -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,"Camps -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Camps -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,"Friendship -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Friendship -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Graphic novels.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Horror comics.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,"Monsters -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Monsters -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,"Teenage girls -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 8, Stone cold",T 91580,MS/US Circulating,,,,978-1-68415-132-5,Teenage girls -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Action and adventure comics.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,"Best friends -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Best friends -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,"Camps -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Camps -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,"Friendship -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Friendship -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Graphic novels.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Horror comics.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,"Monsters -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Monsters -- Fiction.
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,"Teenage girls -- Comic books, strips, etc."
Graphic Format,"Watters, Shannon.","Lumberjanes. 10, Parents' day",T 92031,MS/US Circulating,,,,978-1-68415-278-0,Teenage girls -- Fiction.
Graphic Format,"Whitley, Jeremy.","Princeless : Raven : the pirate princess. Book two, Free women",T 91242,MS/US Circulating,,,,978-1-63229-129-5,Action and adventure comics.
Graphic Format,"Whitley, Jeremy.","Princeless : Raven : the pirate princess. Book two, Free women",T 91242,MS/US Circulating,,,,978-1-63229-129-5,Fantasy comics.
Graphic Format,"Whitley, Jeremy.","Princeless : Raven : the pirate princess. Book two, Free women",T 91242,MS/US Circulating,,,,978-1-63229-129-5,Graphic novels.
Graphic Format,"Whitley, Jeremy.","Princeless : Raven : the pirate princess. Book two, Free women",T 91242,MS/US Circulating,,,,978-1-63229-129-5,"Pirates -- Comic books, strips, etc."
Graphic Format,"Whitley, Jeremy.","Princeless : Raven : the pirate princess. Book two, Free women",T 91242,MS/US Circulating,,,,978-1-63229-129-5,Pirates -- Fiction.
Graphic Format,"Whitley, Jeremy.","Princeless : Raven : the pirate princess. Book two, Free women",T 91242,MS/US Circulating,,,,978-1-63229-129-5,"Quests (Expeditions) -- Comic books, strips, etc."
Graphic Format,"Whitley, Jeremy.","Princeless : Raven : the pirate princess. Book two, Free women",T 91242,MS/US Circulating,,,,978-1-63229-129-5,Quests (Expeditions) -- Fiction.
Graphic Format,"Wood, Don, 1945-",Into the volcano : a graphic novel,T 22773,MS/US Circulating,,,,978-0-439-72671-9,Graphic novels.
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,Coming-of-age comics.
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,"Cooking -- Comic books, strips, etc."
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,Cooking -- Fiction.
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,"Crime -- Comic books, strips, etc."
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,Crime -- Fiction.
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,"Friendship -- Comic books, strips, etc."
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,Friendship -- Fiction.
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,Graphic novels.
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,"Teenage girls -- Comic books, strips, etc."
Graphic Format,"Wright, James F.",Nutmeg. Fall,T 91973,MS/US Circulating,,,,978-1-63229-433-3,Teenage girls -- Fiction.
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,"Artists -- Comic books, strips, etc."
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,Artists -- Fiction.
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,Fantasy comics.
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,"Good and evil -- Comic books, strips, etc."
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,Good and evil -- Fiction.
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,Graphic novels.
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,"Orphans -- Comic books, strips, etc."
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,Orphans -- Fiction.
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,"Quests (Expeditions) -- Comic books, strips, etc."
Graphic Format,"Wright, Michelle.",Audrey's magic nine. Book one,T 91267,MS/US Circulating,,,,978-0-9842143-5-8,Quests (Expeditions) -- Fiction.
Graphic Format,"Yang, Gene Luen.",American born Chinese,T 22920,MS/US Circulating,,,,978-1-59643-152-2 (pbk.),Graphic novels.
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,"Computer programming -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,Computer programming -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,Detective and mystery comics.
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,"Gifted children -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,Gifted children -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,Graphic novels.
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,"Private schools -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,Private schools -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 2, Paths & portals",T 90877,MS/US Circulating,,,,978-1-62672-076-3,Science fiction comics.
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,"Computer programming -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,Computer programming -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,Detective and mystery comics.
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,"Gifted children -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,Gifted children -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,Graphic novels.
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,"Private schools -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,Private schools -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 3, Secrets & sequences",T 90886,MS/US Circulating,,,,978-1-62672-618-5,Science fiction comics.
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,"Computer programming -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,Computer programming -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,Detective and mystery comics.
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,"Gifted children -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,Gifted children -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,Graphic novels.
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,"Private schools -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,Private schools -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 4, Robots & repeats",T 90995,MS/US Circulating,,,,978-1-62672-605-5,Science fiction comics.
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,"Computer programming -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,Computer programming -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,Detective and mystery comics.
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,"Gifted children -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,Gifted children -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,Graphic novels.
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,"Private schools -- Comic books, strips, etc."
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,Private schools -- Fiction.
Graphic Format,"Yang, Gene Luen.","Secret coders. 5, Potions & parameters",T 91638,MS/US Circulating,,,,978-1-62672-607-9,Science fiction comics.
Graphic Format,"Yumi, Kiiro.",Library wars : love & war. 1,T 91872,MS/US Circulating,,,,978-1-42153488-6,"Freedom of information -- Comic books, strips, etc. -- Fiction."
Graphic Format,"Yumi, Kiiro.",Library wars : love & war. 1,T 91872,MS/US Circulating,,,,978-1-42153488-6,Graphic novels.
Graphic Format,"Yumi, Kiiro.",Library wars : love & war. 1,T 91872,MS/US Circulating,,,,978-1-42153488-6,"Librarians -- Comic books, strips, etc. -- Fiction."
Graphic Format,"Yumi, Kiiro.",Library wars : love & war. 1,T 91872,MS/US Circulating,,,,978-1-42153488-6,"Prohibited books -- Comic books, strips, etc. -- Fiction."
Historical Fiction,"Anderson, Laurie Halse,",Ashes,T 24403,MS/US Circulating,,,,978-1-41696146-8,JUVENILE FICTION / Historical / Military & Wars.
Historical Fiction,"Anderson, Laurie Halse,",Ashes,T 24403,MS/US Circulating,,,,978-1-41696146-8,JUVENILE FICTION / Historical / United States / Colonial & Revolutionary Periods.
Historical Fiction,"Anderson, Laurie Halse,",Ashes,T 24403,MS/US Circulating,,,,978-1-41696146-8,JUVENILE FICTION / People & Places / United States / African American.
Historical Fiction,"Anderson, Laurie Halse,",Ashes,T 24403,MS/US Circulating,,,,978-1-41696146-8,"United States -- History -- Revolution, 1775-1783."
Historical Fiction,"Anderson, Laurie Halse.",Chains,T 23081,MS/US Circulating,,,,978-1-41690585-1,"New York (N.Y.) -- History -- Revolution, 1775-1783."
Historical Fiction,"Anderson, Laurie Halse.","Fever, 1793",T 21987,MS/US Circulating,,,,0-689-84891-9 (pbk.),Epidemics--Fiction
Historical Fiction,"Anderson, Laurie Halse.","Fever, 1793",T 21987,MS/US Circulating,,,,0-689-84891-9 (pbk.),Philadelphia--Fiction
Historical Fiction,"Anderson, Laurie Halse.","Fever, 1793",T 21987,MS/US Circulating,,,,0-689-84891-9 (pbk.),Yellow Fever--Pennsylvania--Fiction
Historical Fiction,"Anderson, Laurie Halse.",Forge,T 23264,MS/US Circulating,,,,978-1-41696144-4 (lib. bdg.),"Pennsylvania -- History -- Revolution, 1775-1783."
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. 1 The pox party",T 22680,MS/US Circulating,,,,978-0-7636-2402-6,African Americans.
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. 1 The pox party",T 22680,MS/US Circulating,,,,978-0-7636-2402-6,Liberty.
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. 1 The pox party",T 22680,MS/US Circulating,,,,978-0-7636-2402-6,"Massachusetts -- History -- Revolution, 1775-1783."
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. 1 The pox party",T 22680,MS/US Circulating,,,,978-0-7636-2402-6,Science -- Experiments.
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. 1 The pox party",T 22680,MS/US Circulating,,,,978-0-7636-2402-6,Slavery.
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. 1 The pox party",T 22680,MS/US Circulating,,,,978-0-7636-2402-6,"United States -- History -- Revolution, 1775-1783."
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. v. #2 The kingdom on the waves",T 60711,MS/US Circulating,,,,978-0-7636-2950-2 (lib. bdg.),African Americans.
Historical Fiction,"Anderson, M. T.","The astonishing life of Octavian Nothing, traitor to the nation. v. #2 The kingdom on the waves",T 60711,MS/US Circulating,,,,978-0-7636-2950-2 (lib. bdg.),"United States -- History -- Revolution, 1775-1783 -- Naval operations, British."
Historical Fiction,"Avi, 1937-",Iron thunder : the battle between the Monitor & the Merrimac : a Civil War novel,T 23138,MS/US Circulating,,,,978-1-42310446-9 (lib. bdg.),"Hampton Roads, Battle of, Va., 1862."
Historical Fiction,"Avi, 1937-",Iron thunder : the battle between the Monitor & the Merrimac : a Civil War novel,T 23138,MS/US Circulating,,,,978-1-42310446-9 (lib. bdg.),Monitor (Ironclad)
Historical Fiction,"Avi, 1937-",Iron thunder : the battle between the Monitor & the Merrimac : a Civil War novel,T 23138,MS/US Circulating,,,,978-1-42310446-9 (lib. bdg.),"United States -- History -- Civil War, 1861-1865."
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,African Americans
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,African Americans -- Fiction.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Brothers and sisters
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Brothers and sisters -- Fiction.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Freedmen
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Freedmen -- Fiction.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,JUVENILE FICTION / Family / Siblings.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,JUVENILE FICTION / Historical / United States / Civil War Period (1850-1877).
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,JUVENILE FICTION / People & Places / United States / African American.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Love -- Fiction.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Romance fiction.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Sherman's March to the Sea
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,Sherman's March to the Sea -- Fiction.
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,"United States -- History -- Civil War, 1861-1865"
Historical Fiction,"Bolden, Tonya.",Crossing Ebenezer Creek,T 91754,MS/US Circulating,,,,978-1-59990-319-4,"United States -- History -- Civil War, 1861-1865 -- Fiction."
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,African Americans
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,African Americans -- Fiction.
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,Identity
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,Identity -- Fiction.
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,"Reconstruction (U.S. history, 1865-1877)"
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,"Reconstruction (U.S. history, 1865-1877) -- Fiction."
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,Savannah (Ga.) -- History -- 19th century
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,Savannah (Ga.) -- History -- 19th century -- Fiction.
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,Washington (D.C.) -- History -- 19th century
Historical Fiction,"Bolden, Tonya.",Inventing Victoria,T 95035,MS/US Circulating,,,,978-1-68119-807-1,Washington (D.C.) -- History -- 19th century -- Fiction.
Historical Fiction,"Boyne, John, 1971-",The boy in the striped pajamas : a fable,T 23259,MS/US Circulating,,,,978-0-385-75189-6 (pbk.),Auschwitz (Concentration camp)
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Brothers and sisters
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Brothers and sisters -- Fiction.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,"Great Britain -- History -- George VI, 1936-1952"
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,"Great Britain -- History -- George VI, 1936-1952 -- Fiction."
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Guardian and ward
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Guardian and ward -- Fiction.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Historical fiction.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Jews -- Great Britain
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Jews -- Great Britain -- Fiction.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,JUVENILE FICTION / Family / Adoption.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,JUVENILE FICTION / Historical / Europe.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,JUVENILE FICTION / Social Issues / New Experience.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Orphans
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,Orphans -- Fiction.
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,"World War, 1939-1945 -- Evacuation of civilians -- Fiction."
Historical Fiction,"Bradley, Kimberly Brubaker.",The war I finally won,T 91000,MS/US Circulating,,,,978-0-525-42920-3,"World War, 1939-1945 -- Evacuation of civilians -- Great Britain"
Historical Fiction,"Bradley, Kimberly Brubaker.",The war that saved my life,T 91138,MS/US Circulating,,,,978-0-8037-4081-5,Brothers and sisters
